character,keyword,reading,decomposition,spatial,ids,components_detail,tags
桦,birch (genus Betula),hua4,tree + splendor,⿰ (left-right),⿰木华,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">华</span> <span style=""color:#666"">splendor</span>",SC::L1
砰,bang,peng1,stone + even,⿰ (left-right),⿰石平,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">平</span> <span style=""color:#666"">even</span>",SC::L1
砾,gravel,li4,stone + music,⿰ (left-right),⿰石乐,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">乐</span> <span style=""color:#666"">music</span>",SC::L1
哮,pant,xiao4,mouth + filial piety,⿰ (left-right),⿰口孝,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">孝</span> <span style=""color:#666"">filial piety</span>",SC::L1
唠,used in 嘮叨|唠叨[lao2 dao5],lao2,mouth + labor,⿰ (left-right),⿰口劳,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">劳</span> <span style=""color:#666"">labor</span>",SC::L1
剔,to scrape the meat from bones,ti1,easy,⿰ (left-right),⿰易刂,"<span style=""color:#1a5276"">易</span> <span style=""color:#666"">easy</span>",SC::L1
蚌,mussel,Beng4,insect + plentiful,⿰ (left-right),⿰虫丰,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">丰</span> <span style=""color:#666"">plentiful</span>",SC::L1
蚣,used in 蜈蚣[wu2 gong1],gong1,insect + public,⿰ (left-right),⿰虫公,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">公</span> <span style=""color:#666"">public</span>",SC::L1
蚪,used in 蝌蚪[ke1 dou3],dou3,insect + big dipper / Big Dipper,⿰ (left-right),⿰虫斗,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">斗</span> <span style=""color:#666"">big dipper / Big Dipper</span>",SC::L1
蚓,used in 蚯蚓[qiu1 yin3],yin3,insect + draw / pull,⿰ (left-right),⿰虫引,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">引</span> <span style=""color:#666"">draw / pull</span>",SC::L1
哦,to chant,e2,mouth + I / ego,⿰ (left-right),⿰口我,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">我</span> <span style=""color:#666"">I / ego</span>",SC::L1
鸯,used in 鴛鴦|鸳鸯[yuan1 yang1],yang1,center + bird,⿱ (top-bottom),⿱央鸟,"<span style=""color:#1a5276"">央</span> <span style=""color:#666"">center</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
唁,to extend condolences,yan4,mouth + say,⿰ (left-right),⿰口言,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span>",SC::L1
唧,to pump (water),ji1,mouth + immediately / instant,⿰ (left-right),⿰口即,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">即</span> <span style=""color:#666"">immediately / instant</span>",SC::L1
赂,bribery,lu4,shellfish + each,⿰ (left-right),⿰贝各,"<span style=""color:#1a5276"">贝</span> <span style=""color:#666"">shellfish</span><br><span style=""color:#1a5276"">各</span> <span style=""color:#666"">each</span>",SC::L1
钾,potassium (chemistry),jia3,first / armor,⿰ (left-right),⿰钅甲,"<span style=""color:#1a5276"">甲</span> <span style=""color:#666"">first / armor</span>",SC::L1
赁,to rent,lin4,appoint / responsibility + shellfish,⿱ (top-bottom),⿱任贝,"<span style=""color:#1a5276"">任</span> <span style=""color:#666"">appoint / responsibility</span><br><span style=""color:#1a5276"">贝</span> <span style=""color:#666"">shellfish</span>",SC::L1
倔,used in 倔強|倔强[jue2 jiang4],jue2,knuckle under / yield,⿰ (left-right),⿰亻屈,"<span style=""color:#1a5276"">屈</span> <span style=""color:#666"">knuckle under / yield</span>",SC::L1
豺,dog-like animal,chai2,feline beast + genius,⿰ (left-right),⿰豸才,"<span style=""color:#1a5276"">豸</span> <span style=""color:#666"">feline beast</span><br><span style=""color:#1a5276"">才</span> <span style=""color:#666"">genius</span>",SC::L1
胰,pancreas,yi2,month + barbarian / ebisu,⿰ (left-right),⿰月夷,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">夷</span> <span style=""color:#666"">barbarian / ebisu</span>",SC::L1
脐,the navel,qi2,month + identical,⿰ (left-right),⿰月齐,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">齐</span> <span style=""color:#666"">identical</span>",SC::L1
脓,pus (2),nong2,month + agriculture,⿰ (left-right),⿰月农,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">农</span> <span style=""color:#666"">agriculture</span>",SC::L1
鸵,ostrich,tuo2,bird + it,⿰ (left-right),⿰鸟它,"<span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span><br><span style=""color:#1a5276"">它</span> <span style=""color:#666"">it</span>",SC::L1
鸳,mandarin duck,yuan1,nameplate + bird,⿱ (top-bottom),⿱夗鸟,"<span style=""color:#1a5276"">夗</span> <span style=""color:#666"">nameplate</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
馁,dispirited,nei3,appropriate / gentle,⿰ (left-right),⿰饣妥,"<span style=""color:#1a5276"">妥</span> <span style=""color:#666"">appropriate / gentle</span>",SC::L1
紊,involved,wen3,literature / sentence + thread,⿱ (top-bottom),⿱文糸,"<span style=""color:#1a5276"">文</span> <span style=""color:#666"">literature / sentence</span><br><span style=""color:#1a5276"">糸</span> <span style=""color:#666"">thread</span>",SC::L1
羔,lamb,gao1,,⿱ (top-bottom),⿱𦍌灬,,SC::L1
涝,flooded,lao4,labor,⿰ (left-right),⿰氵劳,"<span style=""color:#1a5276"">劳</span> <span style=""color:#666"">labor</span>",SC::L1
涣,to dissipate,huan4,first-class,⿰ (left-right),⿰氵奂,"<span style=""color:#1a5276"">奂</span> <span style=""color:#666"">first-class</span>",SC::L1
涤,to wash,di2,strip / twig,⿰ (left-right),⿰氵条,"<span style=""color:#1a5276"">条</span> <span style=""color:#666"">strip / twig</span>",SC::L1
悖,to go against,bei4,Sunday school,⿰ (left-right),⿰忄孛,"<span style=""color:#1a5276"">孛</span> <span style=""color:#666"">Sunday school</span>",SC::L1
悯,to sympathize,min3,surname Min,⿰ (left-right),⿰忄闵,"<span style=""color:#1a5276"">闵</span> <span style=""color:#666"">surname Min</span>",SC::L1
窍,opening,qiao4,hole + adroit,⿱ (top-bottom),⿱穴巧,"<span style=""color:#1a5276"">穴</span> <span style=""color:#666"">hole</span><br><span style=""color:#1a5276"">巧</span> <span style=""color:#666"">adroit</span>",SC::L1
诽,vilify,fei3,non- / un-,⿰ (left-right),⿰讠非,"<span style=""color:#1a5276"">非</span> <span style=""color:#666"">non- / un-</span>",SC::L1
谆,repeatedly (in giving advice),zhun1,enjoy / receive,⿰ (left-right),⿰讠享,"<span style=""color:#1a5276"">享</span> <span style=""color:#666"">enjoy / receive</span>",SC::L1
娟,beautiful,juan1,woman + canker sore,⿰ (left-right),⿰女肙,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">肙</span> <span style=""color:#666"">canker sore</span>",SC::L1
娥,be beautiful,e2,woman + I / ego,⿰ (left-right),⿰女我,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">我</span> <span style=""color:#666"">I / ego</span>",SC::L1
骏,spirited horse,jun4,horse + streetwalker,⿰ (left-right),⿰马夋,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">夋</span> <span style=""color:#666"">streetwalker</span>",SC::L1
琅,jade-like stone,lang2,high-quality / good,⿰ (left-right),⿰𤣩良,"<span style=""color:#1a5276"">良</span> <span style=""color:#666"">high-quality / good</span>",SC::L1
焉,where,yan1,correct,⿱ (top-bottom),⿱正{1},"<span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",SC::L1
捶,to beat (with a stick or one's fist),chui2,fingers + droop,⿰ (left-right),⿰扌垂,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">垂</span> <span style=""color:#666"">droop</span>",SC::L1
掐,to pick (flowers),qia1,fingers + pothole,⿰ (left-right),⿰扌臽,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">臽</span> <span style=""color:#666"">pothole</span>",SC::L1
掂,to weigh in the hand,dian1,fingers + store,⿰ (left-right),⿰扌店,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">店</span> <span style=""color:#666"">store</span>",SC::L1
掺,to mix,chan1,fingers + participate / visit,⿰ (left-right),⿰扌参,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">参</span> <span style=""color:#666"">participate / visit</span>",SC::L1
聆,to hear,ling2,ear + orders,⿰ (left-right),⿰耳令,"<span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span><br><span style=""color:#1a5276"">令</span> <span style=""color:#666"">orders</span>",SC::L1
婪,avaricious,lan2,woods / grove + woman,⿱ (top-bottom),⿱林女,"<span style=""color:#1a5276"">林</span> <span style=""color:#666"">woods / grove</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",SC::L1
酝,to brew,yun4,sign of the bird + utter / quote / cloud,⿰ (left-right),⿰酉云,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">sign of the bird</span><br><span style=""color:#1a5276"">云</span> <span style=""color:#666"">utter / quote / cloud</span>",SC::L1
酗,to become violent under the influence of alcohol,xu4,sign of the bird + sinister / villain / cruel,⿰ (left-right),⿰酉凶,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">sign of the bird</span><br><span style=""color:#1a5276"">凶</span> <span style=""color:#666"">sinister / villain / cruel</span>",SC::L1
硅,silicon (chemistry),gui1,stone + squared jewel,⿰ (left-right),⿰石圭,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">圭</span> <span style=""color:#666"">squared jewel</span>",SC::L1
匾,horizontal rectangular inscribed tablet hung over a door or on a wall,bian3,box + flat,⿷ (surround-open-right),⿷匚扁,"<span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">扁</span> <span style=""color:#666"">flat</span>",SC::L1
颅,skull,lu2,Louvre + page,⿰ (left-right),⿰卢页,"<span style=""color:#1a5276"">卢</span> <span style=""color:#666"">Louvre</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span>",SC::L1
眶,eye socket,kuang4,eye + set straight,⿰ (left-right),⿰目匡,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span><br><span style=""color:#1a5276"">匡</span> <span style=""color:#666"">set straight</span>",SC::L1
趾,toe,zhi3,stop,⿰ (left-right),⿰𧾷止,"<span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span>",SC::L1
啃,to gnaw,ken3,mouth + agree / agreement,⿰ (left-right),⿰口肯,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">肯</span> <span style=""color:#666"">agree / agreement</span>",SC::L1
蚯,earthworm,qiu1,insect + hill,⿰ (left-right),⿰虫丘,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">丘</span> <span style=""color:#666"">hill</span>",SC::L1
蛀,termite,zhu4,insect + lord,⿰ (left-right),⿰虫主,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span>",SC::L1
鄂,surname E,E4,beat a drum + pinnacle,⿰ (left-right),⿰咢阝,"<span style=""color:#1a5276"">咢</span> <span style=""color:#666"">beat a drum</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SC::L1
啰,used in 囉唆|啰唆[luo1 suo5] and 囉嗦|啰嗦[luo1 suo5],luo1,mouth + silk gauze,⿰ (left-right),⿰口罗,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">罗</span> <span style=""color:#666"">silk gauze</span>",SC::L1
帷,screen,wei2,towel + turkey,⿰ (left-right),⿰巾隹,"<span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",SC::L1
崛,towering as a peak,jue2,mountain + knuckle under / yield,⿰ (left-right),⿰山屈,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">屈</span> <span style=""color:#666"">knuckle under / yield</span>",SC::L1
铐,shackles,kao4,take an exam / consider,⿰ (left-right),⿰钅考,"<span style=""color:#1a5276"">考</span> <span style=""color:#666"">take an exam / consider</span>",SC::L1
铛,frying pan,cheng1,work as / hit,⿰ (left-right),⿰钅当,"<span style=""color:#1a5276"">当</span> <span style=""color:#666"">work as / hit</span>",SC::L1
秸,grain stalks left after threshing,jie1,standing grain + lucky / good luck,⿰ (left-right),⿰禾吉,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span><br><span style=""color:#1a5276"">吉</span> <span style=""color:#666"">lucky / good luck</span>",SC::L1
秽,unclean,hui4,standing grain + years of age,⿰ (left-right),⿰禾岁,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span><br><span style=""color:#1a5276"">岁</span> <span style=""color:#666"">years of age</span>",SC::L1
偎,to cuddle,wei1,be afraid of / apprehensive,⿰ (left-right),⿰亻畏,"<span style=""color:#1a5276"">畏</span> <span style=""color:#666"">be afraid of / apprehensive</span>",SC::L1
徙,to change one's residence,xi3,step with the left foot (Kangxi radical 60),⿰ (left-right),⿰彳歨,"<span style=""color:#1a5276"">彳</span> <span style=""color:#666"">step with the left foot (Kangxi radical 60)</span>",SC::L1
脯,preserved fruit,fu3,month + Fu / offspring,⿰ (left-right),⿰月甫,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu / offspring</span>",SC::L1
猖,ferocious,chang1,prosperous,⿰ (left-right),⿰犭昌,"<span style=""color:#1a5276"">昌</span> <span style=""color:#666"">prosperous</span>",SC::L1
痊,to recover (from illness),quan2,sickness + whole,⿸ (top-left-wrap),⿸疒全,"<span style=""color:#1a5276"">疒</span> <span style=""color:#666"">sickness</span><br><span style=""color:#1a5276"">全</span> <span style=""color:#666"">whole</span>",SC::L1
阎,surname Yan (sometimes written 閆|闫[Yan2] in recent years),Yan2,gate + pothole,⿵ (surround-open-bottom),⿵门臽,"<span style=""color:#1a5276"">门</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">臽</span> <span style=""color:#666"">pothole</span>",SC::L1
